2021-05-28 17:18:10.175 [background-preinit] INFO  org.hibernate.validator.internal.util.Version HV000001: Hibernate Validator 6.1.7.Final
2021-05-28 17:24:08.633 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-05-28 17:24:08.673 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'authorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-05-28 17:24:08.902 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'shiroFilterChainDefinition' of type [org.apache.shiro.spring.web.config.DefaultShiroFilterChainDefinition] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-05-28 17:24:08.909 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'requestContextFilter' of type [org.springframework.boot.web.servlet.filter.OrderedRequestContextFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-05-28 17:24:08.923 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration' of type [org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-05-28 17:24:08.932 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'formContentFilter' of type [org.springframework.boot.web.servlet.filter.OrderedFormContentFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-05-28 17:24:08.978 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'server-org.springframework.boot.autoconfigure.web.ServerProperties' of type [org.springframework.boot.autoconfigure.web.ServerProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-05-28 17:24:08.983 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration' of type [org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-05-28 17:24:08.987 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'characterEncodingFilter' of type [org.springframework.boot.web.servlet.filter.OrderedCharacterEncodingFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-05-28 17:24:09.001 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.apache.shiro.spring.config.web.autoconfigure.ShiroWebFilterConfiguration' of type [org.apache.shiro.spring.config.web.autoconfigure.ShiroWebFilterConfiguration$$EnhancerBySpringCGLIB$$a71a19f5] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-05-28 17:24:09.023 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'globalFilters' of type [java.util.Collections$SingletonList] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-05-28 17:24:09.735 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer Tomcat initialized with port(s): 8080 (http)
2021-05-28 17:24:09.777 [main] INFO  org.apache.coyote.http11.Http11NioProtocol Initializing ProtocolHandler ["http-nio-8080"]
2021-05-28 17:24:09.778 [main] INFO  org.apache.catalina.core.StandardService Starting service [Tomcat]
2021-05-28 17:24:09.778 [main] INFO  org.apache.catalina.core.StandardEngine Starting Servlet engine: [Apache Tomcat/9.0.43]
2021-05-28 17:24:10.095 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] Initializing Spring embedded WebApplicationContext
2021-05-28 17:24:10.096 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext Root WebApplicationContext: initialization completed in 9609 ms
2021-05-28 17:24:11.365 [main] INFO  com.x.lfs.service.impl.WxPayService wxPayService init success
2021-05-28 17:24:13.652 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor Initializing ExecutorService 'applicationTaskExecutor'
2021-05-28 17:24:14.596 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler Initializing ExecutorService 'taskScheduler'
2021-05-28 17:24:14.801 [main] INFO  org.apache.coyote.http11.Http11NioProtocol Starting ProtocolHandler ["http-nio-8080"]
2021-05-28 17:24:14.865 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer Tomcat started on port(s): 8080 (http) with context path ''
2021-05-28 17:24:16.025 [main] INFO  com.x.lfs.Application Started Application in 17.031 seconds (JVM running for 19.201)
2021-05-28 17:24:24.833 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-05-28 17:24:24.834 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet Initializing Servlet 'dispatcherServlet'
2021-05-28 17:24:24.840 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet Completed initialization in 5 ms
2021-05-28 17:24:29.965 [http-nio-8080-exec-1] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 17:24:29.968 [http-nio-8080-exec-1] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=220&ratio=0&distance=9&chratio=0.10
2021-05-28 17:24:30.044 [http-nio-8080-exec-1] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:300.0
2021-05-28 17:24:30.045 [http-nio-8080-exec-1] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>5050
2021-05-28 17:24:53.940 [http-nio-8080-exec-3] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 17:24:53.942 [http-nio-8080-exec-3] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=220&ratio=0.05&distance=9&chratio=0.10
2021-05-28 17:24:53.943 [http-nio-8080-exec-3] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:300.0
2021-05-28 17:24:53.945 [http-nio-8080-exec-3] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>5
2021-05-28 20:17:04.445 [http-nio-8080-exec-4] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 20:17:04.446 [http-nio-8080-exec-4] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=220&ratio=0.05&distance=9&chratio=0.10
2021-05-28 20:17:04.446 [http-nio-8080-exec-4] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:150.0
2021-05-28 20:17:04.446 [http-nio-8080-exec-4] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>1
2021-05-28 20:19:43.992 [http-nio-8080-exec-5] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 20:19:43.993 [http-nio-8080-exec-5] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=220&ratio=0.05&distance=9&chratio=0.10
2021-05-28 20:19:43.993 [http-nio-8080-exec-5] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:300.0
2021-05-28 20:19:43.994 [http-nio-8080-exec-5] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>138536
2021-05-28 20:20:18.975 [http-nio-8080-exec-6] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 20:20:18.976 [http-nio-8080-exec-6] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=220&ratio=0.05&distance=9&chratio=0.10
2021-05-28 20:20:18.977 [http-nio-8080-exec-6] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:300.0
2021-05-28 20:20:18.977 [http-nio-8080-exec-6] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>4456
2021-05-28 20:22:33.151 [http-nio-8080-exec-9] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 20:22:33.152 [http-nio-8080-exec-9] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=265&ratio=0.05&distance=9&chratio=0.10
2021-05-28 20:22:33.153 [http-nio-8080-exec-9] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:168.0
2021-05-28 20:22:33.153 [http-nio-8080-exec-9] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>7780
2021-05-28 20:24:06.298 [http-nio-8080-exec-8] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 20:24:06.298 [http-nio-8080-exec-8] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=240&ratio=0.05&distance=9&chratio=0.10
2021-05-28 20:24:06.298 [http-nio-8080-exec-8] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:152.0
2021-05-28 20:24:06.299 [http-nio-8080-exec-8] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>1
2021-05-28 20:24:18.879 [http-nio-8080-exec-1] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 20:24:18.879 [http-nio-8080-exec-1] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=235&ratio=0.05&distance=9&chratio=0.10
2021-05-28 20:24:18.880 [http-nio-8080-exec-1] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:150.0
2021-05-28 20:24:18.880 [http-nio-8080-exec-1] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>1
2021-05-28 20:24:32.630 [http-nio-8080-exec-3] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 20:24:32.631 [http-nio-8080-exec-3] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=238&ratio=0.05&distance=9&chratio=0.10
2021-05-28 20:24:32.631 [http-nio-8080-exec-3] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:151.0
2021-05-28 20:24:32.631 [http-nio-8080-exec-3] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>1
2021-05-28 20:24:41.449 [http-nio-8080-exec-2] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 20:24:41.450 [http-nio-8080-exec-2] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=237&ratio=0.05&distance=9&chratio=0.10
2021-05-28 20:24:41.450 [http-nio-8080-exec-2] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:150.0
2021-05-28 20:24:41.450 [http-nio-8080-exec-2] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>1
2021-05-28 20:53:06.001 [http-nio-8080-exec-5] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 20:53:06.002 [http-nio-8080-exec-5] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=237&ratio=0.10&distance=9&chratio=0.10
2021-05-28 20:53:06.002 [http-nio-8080-exec-5] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:184.0
2021-05-28 20:53:06.002 [http-nio-8080-exec-5] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>1
2021-05-28 20:53:22.404 [http-nio-8080-exec-6] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 20:53:22.405 [http-nio-8080-exec-6] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=237&ratio=0.05&distance=9&chratio=0.05
2021-05-28 20:53:22.405 [http-nio-8080-exec-6] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:184.0
2021-05-28 20:53:22.405 [http-nio-8080-exec-6] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>1
2021-05-28 20:53:31.842 [http-nio-8080-exec-7] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 20:53:31.842 [http-nio-8080-exec-7] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=237&ratio=0.05&distance=9&chratio=0.1
2021-05-28 20:53:31.843 [http-nio-8080-exec-7] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:150.0
2021-05-28 20:53:31.843 [http-nio-8080-exec-7] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>1
2021-05-28 20:53:57.620 [http-nio-8080-exec-9] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 20:53:57.621 [http-nio-8080-exec-9] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=265&ratio=0&distance=9&chratio=0.1
2021-05-28 20:53:57.621 [http-nio-8080-exec-9] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:150.0
2021-05-28 20:53:57.621 [http-nio-8080-exec-9] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>1
2021-05-28 20:54:06.754 [http-nio-8080-exec-10] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 20:54:06.754 [http-nio-8080-exec-10] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=290&ratio=0&distance=9&chratio=0.1
2021-05-28 20:54:06.755 [http-nio-8080-exec-10] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:150.0
2021-05-28 20:54:06.755 [http-nio-8080-exec-10] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>1
2021-05-28 20:54:15.574 [http-nio-8080-exec-8] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 20:54:15.574 [http-nio-8080-exec-8] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=290&ratio=0&distance=9&chratio=0.05
2021-05-28 20:54:15.575 [http-nio-8080-exec-8] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:150.0
2021-05-28 20:54:15.575 [http-nio-8080-exec-8] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>1
2021-05-28 20:54:25.615 [http-nio-8080-exec-1] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 20:54:25.617 [http-nio-8080-exec-1] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=290&ratio=0&distance=9&chratio=0.01
2021-05-28 20:54:25.618 [http-nio-8080-exec-1] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:150.0
2021-05-28 20:54:25.618 [http-nio-8080-exec-1] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>3
2021-05-28 20:54:37.378 [http-nio-8080-exec-3] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 20:54:37.379 [http-nio-8080-exec-3] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=290&ratio=0.05&distance=9&chratio=0.05
2021-05-28 20:54:37.379 [http-nio-8080-exec-3] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:225.0
2021-05-28 20:54:37.379 [http-nio-8080-exec-3] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>3
2021-05-28 23:25:20.730 [http-nio-8080-exec-4] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 23:25:20.731 [http-nio-8080-exec-4] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=290&ratio=0.05&distance=9&chratio=0.05
2021-05-28 23:25:20.731 [http-nio-8080-exec-4] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:225.0
2021-05-28 23:25:20.731 [http-nio-8080-exec-4] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>2
2021-05-28 23:25:37.234 [http-nio-8080-exec-5] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 23:25:37.235 [http-nio-8080-exec-5] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=265&ratio=0.05&distance=9&chratio=0.05
2021-05-28 23:25:37.235 [http-nio-8080-exec-5] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:206.0
2021-05-28 23:25:37.235 [http-nio-8080-exec-5] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>2
2021-05-28 23:25:50.114 [http-nio-8080-exec-6] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 23:25:50.114 [http-nio-8080-exec-6] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=265&ratio=0.05&distance=9&chratio=0.10
2021-05-28 23:25:50.114 [http-nio-8080-exec-6] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:168.0
2021-05-28 23:25:50.114 [http-nio-8080-exec-6] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>1
2021-05-28 23:34:18.467 [http-nio-8080-exec-9] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求=====>GET /price
2021-05-28 23:34:18.467 [http-nio-8080-exec-9] INFO  com.x.lfs.config.mvc.LogRecordAspect 请求参数==>:myprice=250&ratio=0.05&distance=9&chratio=0.10
2021-05-28 23:34:18.467 [http-nio-8080-exec-9] INFO  com.x.lfs.config.mvc.LogRecordAspect 响应=====>:158.0
2021-05-28 23:34:18.467 [http-nio-8080-exec-9] INFO  com.x.lfs.config.mvc.LogRecordAspect 耗时=====>0
