2022-06-09 09:07:47.575 [springSessionRedisMessageListenerContainer-6] WARN  o.s.s.data.redis.RedisIndexedSessionRepository Unable to publish SessionDestroyedEvent for session 4d63e9b4-d591-465f-bf6e-4bb6efcd1359
响应:[{"id":"629728e7da667d6000146db0","name":"套餐2","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"保姆车","住宿标准":"四星或同级"},"state":1},{"id":"6297291fda667d6000146db1","name":"套餐1","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"普通大巴","住宿标准":"三星或同级"},"state":0},{"id":"629818163aa8774bc93c9188","name":"套餐3","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"保姆车","住宿标准":"三星或同级"},"state":0},{"id":"629831df3aa8774bc93c9189","name":"套餐4","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"普通大巴","住宿标准":"四星或同级"},"state":0}]
耗时:5
2022-06-09 09:27:42.928 [http-nio-8080-exec-3] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[]
耗时:26
2022-06-09 09:28:23.982 [http-nio-8080-exec-7] INFO  com.x.config.mvc.LogRecordAspect 
POST请求/product/sku/price-calendar
参数:{"adultPrice":20000,"childPrice":12000,"dayOfWeeks":[6,0],"endDate":1655913600000,"singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0","startDate":1654704000000}
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","skuId":"629728e7da667d6000146db0"}]
耗时:265
2022-06-09 09:28:34.357 [http-nio-8080-exec-2] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/staff/session
参数:null
响应:{"createTime":"2021-12-29 16:00:36","id":1,"name":"徐竟浩","phone":"13880605659","roles":[{"id":1,"key":"admin","name":"系统管理员"}],"state":1}
耗时:2
2022-06-09 09:28:34.571 [http-nio-8080-exec-8] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/aliyun/sts
参数:null
响应:{"accessKeyId":"STS.NTd1BkPZXQQ6ibue6JUSnodvu","accessKeySecret":"HUWEGrKxsgUy1hpLE3aXrH33FEVZ8yAxC4iA9mamwnPg","expiration":"2022-06-09T02:28:34Z","securityToken":"CAISuwJ1q6Ft5B2yfSjIr5fRevjfvYV55pPda0TEgTYfWdxCgKHdlzz2IH9Fe3NqCO0XtvowlWxZ6vwflqp3RYQd+KgHtzcovPpt6gqET9frT6XXhOV2dvTHdEGXDxnkpuCwB8zyUNLafNq0dlnAjVUd6LDmdDKkLRvHVJqSksxfc8gwVAu1ZiYkYdBNPVlNpdM9P3ncPurPVRnxmTj0DVF0nQB+hGhj8t6ToKum5wHZkUfxx8IMuo31OeLEVcR3O4plWNrHnI4Tf6HagilL8EoIpuUkzs478Dzc7NaGGAsTsVfUN+TPt9xqJQB0IeoYY/cf86OjyaAp4r2Lx9immk13ULsLA3iFdueJ29DZHe6lDNE9eIvgNm7FutL1bcak7Fl+MC9KbF0VKoZwdiUtE3IoRCrdMbS3Ud4Src1mm8IagAFGbF1bZx0mMALqB6sP3wU7C/N+WGsDREeGkH8HaJV4wO0zBkEKq2Jbu+mvL8Y2BbJLuwXSghGZrrKHwx6vmmbtHQLIxq6eFu0DxXBEUnItNGYL4x5rkttRNfPypSVYGYxkGJXsrdNsIUk+KvzvUyPWlPT46N2NIBoFocjqsz26WQ=="}
耗时:279
2022-06-09 09:28:36.191 [http-nio-8080-exec-1] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","skuId":"629728e7da667d6000146db0"}]
耗时:16
2022-06-09 09:34:38.216 [http-nio-8080-exec-6] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/staff/session
参数:null
响应:{"createTime":"2021-12-29 16:00:36","id":1,"name":"徐竟浩","phone":"13880605659","roles":[{"id":1,"key":"admin","name":"系统管理员"}],"state":1}
耗时:3
2022-06-09 09:34:38.733 [http-nio-8080-exec-5] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/aliyun/sts
参数:null
响应:{"accessKeyId":"STS.NSwgoqdNXvYw5cxnCCogcebAr","accessKeySecret":"BrdZwAoKmHSsG7RkKggtwadLZxAiHbc1r6hzshRX9Zsj","expiration":"2022-06-09T02:34:38Z","securityToken":"CAISuwJ1q6Ft5B2yfSjIr5DCLNXFiZF5wZucN0XJikMWY+hPiqfqkDz2IH9Fe3NqCO0XtvowlWxZ6vwflqp3RYQdxI1ttzcovPpt6gqET9frT6XXhOV2dvTHdEGXDxnkpuCwB8zyUNLafNq0dlnAjVUd6LDmdDKkLRvHVJqSksxfc8gwVAu1ZiYkYdBNPVlNpdM9P3ncPurPVRnxmTj0DVF0nQB+hGhj8t6ToKum5wHZkUfxx8IMuo31OeLEVcR3O4plWNrHnI4Tf6HagilL8EoIpuUkzs478Dzc7NaGGAsTsVfUN+TPt9xqJQB0IeoYY/cf86OjyaAp4r2Lx9immk13ULsLA3iFdueJ29DZHe6lDNE9eIvgNm7FutL1bcak7Fl+MC9KbF0VKoZwdiUtE3IoRCrdMbS3Ud4Src1mm8IagAEiZNDwiLqON5jwMsOScyvZ9Hq952M+4IaUcjCnOIP1FOKhTaH1an7Bow8RQJgQFSnvzW7icWq1F4nvZIepR4qXUGzN6RliGMvPrPVrPLvQxZNM2lJ0YdGgkMJUh8Qdw1fljZEzFHWfv8a7dK1EtAEGZOAlhqNNTHrpTG8CktDtuQ=="}
耗时:522
2022-06-09 09:34:39.774 [http-nio-8080-exec-9] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:15
2022-06-09 10:20:52.561 [http-nio-8080-exec-10] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:31
2022-06-09 10:21:54.880 [http-nio-8080-exec-4] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:5
2022-06-09 10:28:30.548 [http-nio-8080-exec-3] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:13
2022-06-09 10:28:32.343 [http-nio-8080-exec-2] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/staff/session
参数:null
响应:{"createTime":"2021-12-29 16:00:36","id":1,"name":"徐竟浩","phone":"13880605659","roles":[{"id":1,"key":"admin","name":"系统管理员"}],"state":1}
耗时:9
2022-06-09 10:28:32.744 [http-nio-8080-exec-7] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/aliyun/sts
参数:null
响应:{"accessKeyId":"STS.NU29RnaeNuiunTCvsmE6sRYsS","accessKeySecret":"9aZzaTEAjgKyDDijZXpv8FAUa6WcjUWRWKZNKA1kJG5N","expiration":"2022-06-09T03:28:33Z","securityToken":"CAISuwJ1q6Ft5B2yfSjIr5aHcujajLpvwquebHLyknM4SblfvZzYsTz2IH9Fe3NqCO0XtvowlWxZ6vwflqp3RYQd8MUqsTcovPpt6gqET9frT6XXhOV2dvTHdEGXDxnkpuCwB8zyUNLafNq0dlnAjVUd6LDmdDKkLRvHVJqSksxfc8gwVAu1ZiYkYdBNPVlNpdM9P3ncPurPVRnxmTj0DVF0nQB+hGhj8t6ToKum5wHZkUfxx8IMuo31OeLEVcR3O4plWNrHnI4Tf6HagilL8EoIpuUkzs478Dzc7NaGGAsTsVfUN+TPt9xqJQB0IeoYY/cf86OjyaAp4r2Lx9immk13ULsLA3iFdueJ29DZHe6lDNE9eIvgNm7FutL1bcak7Fl+MC9KbF0VKoZwdiUtE3IoRCrdMbS3Ud4Src1mm8IagAGiOdoqRt3KxYFwJQKXmVnLqwD3CTYcFN8IF4tg8tOQy76qz8kpLC4X370SvbdcV+LeIQ6M89/qHSS+IbgZf/VnMR6xJ9Vl2oIvIsQfsZIJYUEO78Bcgr6IYwGAXbGZP6bcGEWyrSQA6Ad2JbNTVifHlJ4ddMJfvGs/OBwymfM9oA=="}
耗时:440
2022-06-09 10:28:40.484 [http-nio-8080-exec-8] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:5
2022-06-09 10:29:42.057 [http-nio-8080-exec-1] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:5
2022-06-09 11:25:02.005 [http-nio-8080-exec-5] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/staff/session
参数:null
响应:{"createTime":"2021-12-29 16:00:36","id":1,"name":"徐竟浩","phone":"13880605659","roles":[{"id":1,"key":"admin","name":"系统管理员"}],"state":1}
耗时:12
2022-06-09 11:25:02.459 [http-nio-8080-exec-6] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/aliyun/sts
参数:null
响应:{"accessKeyId":"STS.NTvZg96jVF6WTzB5LGfGW2NeF","accessKeySecret":"FjFqqAaeAGS3kVyAwKYLhn9nwriPrTxm153PTstCLyDc","expiration":"2022-06-09T04:25:03Z","securityToken":"CAISuwJ1q6Ft5B2yfSjIr5fDEd2N27V38fS8Vlzz0UwSash73YvOpDz2IH9Fe3NqCO0XtvowlWxZ6vwflqp3RYQdu/B5sDcovPpt6gqET9frT6XXhOV2dvTHdEGXDxnkpuCwB8zyUNLafNq0dlnAjVUd6LDmdDKkLRvHVJqSksxfc8gwVAu1ZiYkYdBNPVlNpdM9P3ncPurPVRnxmTj0DVF0nQB+hGhj8t6ToKum5wHZkUfxx8IMuo31OeLEVcR3O4plWNrHnI4Tf6HagilL8EoIpuUkzs478Dzc7NaGGAsTsVfUN+TPt9xqJQB0IeoYY/cf86OjyaAp4r2Lx9immk13ULsLA3iFdueJ29DZHe6lDNE9eIvgNm7FutL1bcak7Fl+MC9KbF0VKoZwdiUtE3IoRCrdMbS3Ud4Src1mm8IagAEdkk3Kp2NO52kbK0+cTXHax8/77gG1JH9zg+XoBMf2SIfTdxwIjymlvX39Yn8RtGc20TcJM6Fg+hBq94tqQ9zSzjlxWcN5plN0CqRdObh+CAGOKvHskeFGDqo2+bmiVDSw0l5B89QHH5CfuoS/FVa6Hbd+MzpWOEHGUl770MWfPg=="}
耗时:466
2022-06-09 11:25:04.356 [http-nio-8080-exec-9] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product
参数:current=1&pageSize=20
响应:{"data":[{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628ca7e45f2a87006fd75a46","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654748704&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=SE9FjFbsSJugk%2FYOU5Lj7l22QUE%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654748704&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=8hjeKf2NnIYLbP0%2F4OrMC%2FCtqTY%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628cebf8de5bc62c3a2d97ac","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654748704&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=SE9FjFbsSJugk%2FYOU5Lj7l22QUE%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654748704&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=8hjeKf2NnIYLbP0%2F4OrMC%2FCtqTY%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628cec1ade5bc62c3a2d97ad","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654748704&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=SE9FjFbsSJugk%2FYOU5Lj7l22QUE%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654748704&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=8hjeKf2NnIYLbP0%2F4OrMC%2FCtqTY%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"6293836cd64fff5f278b332c","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654748704&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=SE9FjFbsSJugk%2FYOU5Lj7l22QUE%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654748704&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=8hjeKf2NnIYLbP0%2F4OrMC%2FCtqTY%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚"}],"success":true,"total":4}
耗时:159
2022-06-09 11:25:07.016 [http-nio-8080-exec-10] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku
参数:productId=628ca7e45f2a87006fd75a46
响应:[{"id":"629728e7da667d6000146db0","name":"套餐2","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"保姆车","住宿标准":"四星或同级"},"state":1},{"id":"6297291fda667d6000146db1","name":"套餐1","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"普通大巴","住宿标准":"三星或同级"},"state":0},{"id":"629818163aa8774bc93c9188","name":"套餐3","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"保姆车","住宿标准":"三星或同级"},"state":0},{"id":"629831df3aa8774bc93c9189","name":"套餐4","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"普通大巴","住宿标准":"四星或同级"},"state":0}]
耗时:25
2022-06-09 11:25:13.000 [http-nio-8080-exec-4] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product
参数:current=1&pageSize=20
响应:{"data":[{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628ca7e45f2a87006fd75a46","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654748712&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=GyndisfLfX1ZunKpYETmxZmD%2F24%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654748712&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=qCNKl2ni3Wbpq%2FMV3%2F5H6CM%2Ft4k%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628cebf8de5bc62c3a2d97ac","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654748712&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=GyndisfLfX1ZunKpYETmxZmD%2F24%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654748712&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=qCNKl2ni3Wbpq%2FMV3%2F5H6CM%2Ft4k%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628cec1ade5bc62c3a2d97ad","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654748712&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=GyndisfLfX1ZunKpYETmxZmD%2F24%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654748712&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=qCNKl2ni3Wbpq%2FMV3%2F5H6CM%2Ft4k%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"6293836cd64fff5f278b332c","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654748712&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=GyndisfLfX1ZunKpYETmxZmD%2F24%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654748712&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=qCNKl2ni3Wbpq%2FMV3%2F5H6CM%2Ft4k%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚"}],"success":true,"total":4}
耗时:30
2022-06-09 11:25:26.936 [http-nio-8080-exec-2] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/staff/session
参数:null
响应:{"createTime":"2021-12-29 16:00:36","id":1,"name":"徐竟浩","phone":"13880605659","roles":[{"id":1,"key":"admin","name":"系统管理员"}],"state":1}
耗时:1
2022-06-09 11:25:27.164 [http-nio-8080-exec-3] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/aliyun/sts
参数:null
响应:{"accessKeyId":"STS.NSzh9U5dcaMDPALci9xr2adh4","accessKeySecret":"GJxHYGcmbVpkxP1pE9FmH2osSsr3MMffP3yEe8TKtCj3","expiration":"2022-06-09T04:25:27Z","securityToken":"CAISuwJ1q6Ft5B2yfSjIr5DPI4Ph2LtC1o+vUmf9h2lsdP0ejqHD1jz2IH9Fe3NqCO0XtvowlWxZ6vwflqp3RYQdi7F7sDcovPpt6gqET9frT6XXhOV2dvTHdEGXDxnkpuCwB8zyUNLafNq0dlnAjVUd6LDmdDKkLRvHVJqSksxfc8gwVAu1ZiYkYdBNPVlNpdM9P3ncPurPVRnxmTj0DVF0nQB+hGhj8t6ToKum5wHZkUfxx8IMuo31OeLEVcR3O4plWNrHnI4Tf6HagilL8EoIpuUkzs478Dzc7NaGGAsTsVfUN+TPt9xqJQB0IeoYY/cf86OjyaAp4r2Lx9immk13ULsLA3iFdueJ29DZHe6lDNE9eIvgNm7FutL1bcak7Fl+MC9KbF0VKoZwdiUtE3IoRCrdMbS3Ud4Src1mm8IagAGImTd0nizm1LTxA7Nn5un/gfffJ+NMM1h/jz43YQSmgN5XypS0qGeTixKp195e+MwwiFcb+oZ3FonMdd/wuzA2X7qPZwLr4bp+r1Qkglo9CDifwhQXISCesegDjuxfy4Ml66xBichrNbOfle7l6y3La2fczWd+B71eau13kMXqlw=="}
耗时:266
2022-06-09 11:25:28.931 [http-nio-8080-exec-7] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product
参数:current=1&pageSize=20
响应:{"data":[{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628ca7e45f2a87006fd75a46","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654748728&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=kds64jnVHRZkcaDvbDDmq%2FTzwy0%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654748728&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=ioKpkYIcft1wDRTo7ks1fjahYlg%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628cebf8de5bc62c3a2d97ac","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654748728&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=kds64jnVHRZkcaDvbDDmq%2FTzwy0%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654748728&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=ioKpkYIcft1wDRTo7ks1fjahYlg%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628cec1ade5bc62c3a2d97ad","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654748728&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=kds64jnVHRZkcaDvbDDmq%2FTzwy0%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654748728&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=ioKpkYIcft1wDRTo7ks1fjahYlg%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"6293836cd64fff5f278b332c","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654748728&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=kds64jnVHRZkcaDvbDDmq%2FTzwy0%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654748728&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=ioKpkYIcft1wDRTo7ks1fjahYlg%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚"}],"success":true,"total":4}
耗时:27
2022-06-09 11:25:31.118 [http-nio-8080-exec-8] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku
参数:productId=628ca7e45f2a87006fd75a46
响应:[{"id":"629728e7da667d6000146db0","name":"套餐2","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"保姆车","住宿标准":"四星或同级"},"state":1},{"id":"6297291fda667d6000146db1","name":"套餐1","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"普通大巴","住宿标准":"三星或同级"},"state":0},{"id":"629818163aa8774bc93c9188","name":"套餐3","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"保姆车","住宿标准":"三星或同级"},"state":0},{"id":"629831df3aa8774bc93c9189","name":"套餐4","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"普通大巴","住宿标准":"四星或同级"},"state":0}]
耗时:13
2022-06-09 11:25:37.527 [http-nio-8080-exec-1] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
